Report generated on: 03-22-2023 15:00:55
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.116-12-LBY-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006","0.006","0.007","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008","0.008"
"INTL.37-12-LBY-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-LBY-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-LBY-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Lithuania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-LTU-BKWH.A","        Nuclear (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","13.87","12.255","7.321","10.64","12.67","10.85","12.876","9.369","7.998","10.794","13.435","14.71","14.347","9.544","7.945","9.075","9.14","10.025","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-LTU-BKWH.A","        Fossil fuels (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","3.533","1.381","1.501","1.287","1.855","1.944","2.991","2.643","2.13474","2.44776","2.49664","2.6743","2.86888","3.21292","2.62636","2.6555","2.437","2.66584","3.47474","2.54606","2.815235","2.203979","1.768063","2.12383","1.173158","0.721954","0.4659653","0.5876824","1.8066253","1.3411773"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-LTU-BKWH.A","            Hydroelectricity (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0.308","0.389","0.447","0.369","0.323","0.291","0.413","0.409","0.336","0.322","0.35","0.323","0.417","0.446193","0.393","0.417","0.398","0.42","0.535","0.475","0.419","0.516","0.395","0.346","0.45","0.597","0.427","0.34254","0.3006","0.3837"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-LTU-BKWH.A","                Geothermal (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-LTU-BKWH.A","                    Tide and wave (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-LTU-BKWH.A","                    Solar (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002316","0.04478","0.072983","0.073315","0.066481","0.067","0.0838001","0.091","0.129","0.191"
"INTL.37-12-LTU-BKWH.A","                Wind (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.002","0.014","0.106","0.131","0.158","0.222996","0.473","0.537","0.6","0.636001","0.805999","1.130001","1.356201","1.1375","1.4901","1.4914764","1.3542321"
"INTL.38-12-LTU-BKWH.A","                Biomass and waste (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0.002","0.004","0.007","0.006","0.007","0.024","0.054","0.069","0.102","0.147","0.157","0.218","0.383","0.443","0.507","0.543","0.587","0.628","0.619","0.73","0.6950466"
"INTL.82-12-LTU-BKWH.A","        Hydroelectric pumped storage (billion kWh)","--","--","--","--","--","--","--","--","--","--","--","--","-0.066","-0.076","-0.107","-0.139","-0.2","-0.173","-0.176","-0.167","-0.122","-0.142","-0.153","-0.23","-0.197","-0.143","-0.162","-0.206","-0.216","-0.271","-0.266","-0.189","-0.184","-0.204","-0.251","-0.249","-0.2","-0.2201","-0.1977","-0.2078281","-0.2816031","-0.2610434"
"","Luxembourg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-LUX-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-LUX-BKWH.A","        Fossil fuels (billion kWh)","0.777","0.597","0.424","0.364","0.424","0.412","0.461","0.445","0.484","0.524","0.489","0.544","0.525","0.53","0.423","0.325","0.318","0.258","0.183","0.192","0.2021","0.62698","2.46562","2.4628","2.96382","2.92058","3.05218","2.7213","2.25788","2.67242","2.943793","2.387053","2.430972","1.465123","1.491069","0.888803","0.314656","0.285676","0.2614822","0.2595478","0.2476975","0.2607868"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-LUX-BKWH.A","            Hydroelectricity (billion kWh)","0.086","0.095","0.084","0.083","0.088","0.071","0.084","0.101","0.097","0.072","0.07","0.083","0.069","0.066","0.117","0.087","0.059","0.082","0.114","0.084","0.119","0.117","0.098","0.078","0.103","0.093","0.11","0.116","0.131","0.105","0.104","0.061","0.095","0.114","0.104","0.095","0.111","0.082","0.089","0.10593","0.091602","0.1068"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-LUX-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-LUX-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-LUX-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00095","0.00095","0.001","0.009","0.018","0.021","0.021","0.02","0.02","0.021147","0.025745","0.038277","0.073737","0.094741","0.103721","0.100289","0.108464","0.1197249","0.130385","0.161261","0.2231335"
"INTL.37-12-LUX-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.011","0.018","0.025","0.024","0.024","0.026","0.039","0.052","0.058","0.064","0.061","0.063","0.055086","0.064052","0.077468","0.083028","0.079878","0.10185","0.101486","0.234823","0.254575","0.281283","0.351135","0.3348787"
"INTL.38-12-LUX-BKWH.A","                Biomass and waste (billion kWh)","0.029","0.033","0.033","0.032","0.035","0.033","0.032","0.042","0.044","0.036","0.034","0.038","0.032","0.04","0.041","0.053","0.042","0.046","0.045","0.053","0.056","0.059","0.061","0.063","0.077","0.076","0.091","0.103","0.07","0.078","0.129","0.156","0.154","0.153","0.171","0.192","0.209","0.249","0.294","0.355","0.444","0.3793199"
"INTL.82-12-LUX-BKWH.A","        Hydroelectric pumped storage (billion kWh)","-0.101","-0.177","-0.178","-0.167","-0.164","-0.168","-0.186","-0.181","-0.273","-0.254","-0.295","-0.44","-0.237","-0.203","-0.263","-0.321","-0.312","-0.325","-0.291","-0.254","-0.27","-0.266","-0.298","-0.312","-0.306","-0.321","-0.334","-0.32","-0.327","-0.298","-0.538","-0.45","-0.462","-0.429","-0.435","-0.52","-0.529514","-0.497362","-0.4735139","-0.360953","-0.4120316","-0.3841038"
"","Macau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MAC-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MAC-BKWH.A","        Fossil fuels (billion kWh)","0.245","0.276","0.317","0.378","0.398","0.417","0.48","0.577","0.635","0.697","0.743","0.836","0.932","1.119","1.179","1.196","1.29","1.324","1.34","1.355","1.389","1.409776","1.514716","1.616048","1.8145","1.905","1.568","1.429","1.138","1.378","1.012","0.833","0.527","0.389","0.603","0.765","0.929","1.377","0.474","0.612","0.373","0.396872"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MAC-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MAC-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MAC-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MAC-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.37-12-MAC-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-MAC-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.197","0.059","0.088","0.182","0.217","0.189","0.190506208"
"INTL.82-12-MAC-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Madagascar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MDG-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MDG-BKWH.A","        Fossil fuels (billion kWh)","0.271","0.268","0.205","0.207","0.224","0.228","0.216","0.192","0.19","0.227","0.236","0.236","0.238","0.237","0.237","0.24","0.243","0.245","0.25","0.262","0.24","0.358","0.331","0.386","0.466","0.47","0.503","0.472","0.54","0.501","0.61","0.64672","0.93342","1.02836","1.0622","1.09416","1.10356","1.3865","1.269","1.08664","1.268476","1.349658464"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MDG-BKWH.A","            Hydroelectricity (billion kWh)","0.146","0.152","0.226","0.245","0.252","0.255","0.266","0.286","0.3","0.314","0.338","0.332","0.342","0.344","0.347","0.369","0.421","0.45","0.5","0.515","0.54","0.528","0.535","0.604","0.634","0.641","0.631","0.712","0.692","0.734","0.704","0.6831","0.74745","0.80091","0.87516","0.92664","0.8811","0.78111","0.95832","0.889937","0.664287","0.7"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MDG-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MDG-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MDG-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003","0.003","0.005","0.009","0.012","0.016","0.019","0.023","0.023","0.023","0.023","0.023"
"INTL.37-12-MDG-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00045","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047","0.00047"
"INTL.38-12-MDG-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012","0.015","0.015","0.017","0.02","0.015","0.02","0.02","0.02","0.02","0.02","0.02"
"INTL.82-12-MDG-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Malawi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MWI-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MWI-BKWH.A","        Fossil fuels (billion kWh)","0.019","0.021","0.02","0.016","0.012","0.016","0.013","0.014","0.014","0.014","0.013","0.014","0.015","0.182","0.189","0.186","0.171","0.179","0.189","0.195","0.181","0.185","0.193","0.175","0.193","0.17","0.171","0.173","0.16","0.18","0.17","0.17","0.17","0.17","0.17","0.172","0.172","0.172","0.172","0.177378","0.188","0.200032"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MWI-BKWH.A","            Hydroelectricity (billion kWh)","0.388","0.379","0.405","0.443","0.464","0.47","0.506","0.558","0.563","0.566","0.697","0.743","0.768","0.771","0.811","0.832","0.846","0.866","0.995","0.962","1.023","1.045","1.093","1.139","1.259","1.307","1.339","1.367","1.521","1.488","1.735","1.79","1.86","1.861259","1.9667","1.955601","1.943726","1.822975","1.356474","1.3","1.3","1"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MWI-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MWI-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MWI-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.004","0.006","0.011","0.016","0.025","0.025","0.039","0.053","0.165","0.168","0.17"
"INTL.37-12-MWI-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-MWI-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.037","0.039","0.046","0.037","0.037","0.043","0.044","0.045","0.049","0.046","0.045","0.045","0.05","0.052","0.051","0.052","0.052","0.053","0.054","0.054","0.054","0.054430345"
"INTL.82-12-MWI-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Malaysia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MYS-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MYS-BKWH.A","        Fossil fuels (billion kWh)","8.788","9.317","10.209","11.002","10.394","11.22","11.26","11.608","12.831","15.601","20.004","22.458","23.437","28.069","30.616","36.86","43.426","50.736","52.47","54.209","58.55166","60.18444","64.80736","69.00822","71.86582","72.83214","78.38378","85.5635","84.9196","101.4","110.26576","113.35554","116.98394","118.88368","125.16382","127.0645","127.43674","128.55346","131.989","133.752","126.992651267","135.120180948"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MYS-BKWH.A","            Hydroelectricity (billion kWh)","1.398","1.578","1.29","1.684","3.397","3.776","4.032","4.861","5.607","5.183","3.948","4.363","4.316","4.823","6.458","6.156","5.132","3.831","4.803","7.445","7.34","6.371","5.248","5.693","5.769","5.139","6.378","6.425","7.386","6.889","6.407","7.547","8.965","11.681","13.405","15.369","20.153","26.449","26.032","26.73","26.217321","26"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MYS-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MYS-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MYS-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.008","0.01","0.01","0.01","0.015","0.047","0.141","0.227","0.273","0.31","0.33","0.573","1.404","2.338","2.85236"
"INTL.37-12-MYS-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-MYS-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.078","1.01","1.069","1.589","1.264","0.802","0.922","0.705","0.899","1.264","1.083","1.021","1.029136709"
"INTL.82-12-MYS-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Maldives","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MDV-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MDV-BKWH.A","        Fossil fuels (billion kWh)","0.004","0.005","0.006","0.007","0.009","0.013","0.015","0.018","0.019","0.02","0.023","0.026","0.028","0.038","0.043","0.054","0.059","0.067","0.077","0.087","0.098","0.109","0.118","0.133","0.15","0.174","0.199","0.23","0.263","0.28","0.341","0.363","0.389","0.395","0.503","0.559","0.601","0.602","0.605","0.605","0.574425459","0.611188689"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MDV-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MDV-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MDV-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MDV-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00001","0.00003","0.00003","0.00003","0.00003","0.0001","0.0002","0.002","0.003","0.006","0.007","0.011","0.016","0.025","0.031","0.04","0.0488"
"INTL.37-12-MDV-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002"
"INTL.38-12-MDV-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-MDV-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Mali","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MLI-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MLI-BKWH.A","        Fossil fuels (billion kWh)","0.02","0.021","0.022","0.025","0.031","0.034","0.04","0.055","0.07","0.075","0.06","0.068","0.063","0.074","0.055","0.082","0.116","0.152","0.157","0.162","0.166","0.168","0.168","0.2","0.202","0.335","0.358","0.352","0.428","0.451","0.55","0.67774","0.93342","1.0857","0.89018","1.1139","1.20696","1.7249","2.08304","2.27198","2.157162239","2.295220623"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MLI-BKWH.A","            Hydroelectricity (billion kWh)","0.083","0.082","0.105","0.122","0.133","0.133","0.158","0.16","0.166","0.168","0.181","0.182","0.208","0.218","0.22","0.223","0.21","0.227","0.23","0.23","0.233","0.234","0.236","0.234","0.248","0.447","0.479","0.471","0.572","0.672","1.09692","1.14543","1.23948","1.11375","1.38204","1.12365","1.48302","1.48302","1.36323","0.95","0.95","1"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MLI-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MLI-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MLI-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.016","0.026","0.026","0.026","0.028","0.029","0.031","0.031","0.031","0.032","0.033"
"INTL.37-12-MLI-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-MLI-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.052","0.052","0.052","0.052","0.052","0.052","0.052","0.054","0.06","0.063","0.06","0.06"
"INTL.82-12-MLI-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Malta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
